?Date,BVMF:BBAS3,BVMF:BBDC3,BVMF:BBDC4,BVMF:BRAP4,BVMF:BRKM5,BVMF:BRML3,BVMF:CCRO3,BVMF:CESP6,BVMF:CIEL3,BVMF:CMIG4,BVMF:CPFE3,BVMF:CPLE6,BVMF:CRUZ3,BVMF:CSNA3,BVMF:CTIP3,BVMF:CYRE3,BVMF:DTEX3,BVMF:ELET3,BVMF:ELET6,BVMF:EMBR3,BVMF:ENBR3,BVMF:ESTC3,BVMF:EVEN3,BVMF:FIBR3,BVMF:GGBR4,BVMF:GOAU4,BVMF:GOLL4,BVMF:HGTX3,BVMF:HYPE3,BVMF:ITSA4,BVMF:ITUB4,BVMF:JBSS3,BVMF:LAME4,BVMF:LIGT3,BVMF:LREN3,BVMF:MRFG3,BVMF:MRVE3,BVMF:MULT3,BVMF:NATU3,BVMF:OIBR4,BVMF:PCAR4,BVMF:PDGR3,BVMF:PETR3,BVMF:PETR4,BVMF:POMO4,BVMF:RENT3,BVMF:SANB11,BVMF:SBSP3,BVMF:SUZB5,BVMF:TBLE3,BVMF:TIMP3,BVMF:USIM5,BVMF:VALE3,BVMF:VALE5,BVMF:VIVT4
2010-01-20,3567300,360000,4674900,1234100,1052800,42786600,2600400,850800,2802240,2025100,47580,838400,1404500,3899200,1171700,7928600,2675915,2284300,1844600,3431700,862500,783000,251600,2010200,6942600,802500,1282800,357900,2304100,8818807,73661,3956700,3676625,1918000,898200,1031700,2486600,523800,952000,1408400,855400,6047800,3038200,18757500,1022200,673680,18269,1715700,972500,494200,6401400,5632200,3131700,14961500,165500
2010-01-21,3247100,141300,4832700,1243000,1079000,4263200,3462400,1433300,3252400,2503900,32290,647600,1254000,5480000,1332800,3579600,2549833,2175100,1599000,2736400,715200,202800,275400,1337300,8869400,1471300,3064300,510900,834700,10048251,120407,3797300,4530625,976100,617200,827200,4013200,361500,581200,1224600,969200,5292400,3838400,24553000,2422600,718830,28965,1362900,647000,657500,7528300,8859400,3569100,21308200,128400
2010-01-22,2505200,229900,4299500,993500,2024900,1497200,6478400,1677600,4819600,1423600,49370,309800,1516000,6906200,220700,3416200,1562957,7944500,4395300,1884400,767100,126600,256800,1218800,7415600,641500,2237600,160200,505700,5399601,68945,2945800,3117125,1018400,1022400,804000,2512100,139200,593000,1620100,891800,3844600,4269700,19025100,793000,722400,30882,1847100,524300,1203700,6525200,6349400,3474800,19685500,167800
2010-01-26,3783000,116200,3788700,861700,1342100,1915400,4025600,1117400,2370960,2393400,37370,507900,973500,4472600,268900,4105400,1603976,2892600,2184900,2335800,1033500,165600,370900,1802000,6290100,647100,2334200,188100,1229700,8656957,65513,2919100,2905000,809700,1596600,863900,2271600,344500,1009500,936900,532200,7841400,4427800,20281200,527000,1016295,61887,1463400,865700,713300,5058200,7080400,4364100,18437000,78000
2010-01-27,3028500,118800,4954800,909000,1357700,3601600,4574400,1006800,2597200,2336200,48310,891900,676000,3903400,244700,4274800,922141,2751500,1625100,1388700,945000,143700,249100,2518100,6290500,655600,1223500,304800,1096500,10993927,61372,3047000,3054625,1361500,878900,596000,2904500,867600,1100700,574300,446500,4332400,3054300,19908600,1520600,366660,14236,1054800,1390100,691400,3628900,5392000,3296100,19904500,111900
2010-01-28,4886100,4017500,3730100,516600,1368200,3195400,5046400,946000,1435120,1900200,43750,818600,1241500,4042200,347400,2916200,844096,3723600,1824900,1558800,956700,160800,457800,1254000,7653800,957700,1299600,321000,950600,13793020,69270,1929400,2912750,1074100,879600,716300,3377200,2125900,654100,1360100,639300,5514200,3733100,13819200,361200,510300,49565,1366800,919900,610900,3207500,6728800,2382800,16827100,194000
2010-01-29,3517700,115400,4876100,522800,2163500,2761200,2596400,4498400,2846080,2114500,57240,828200,1340000,4957000,288300,2046300,1270258,5354600,2291200,3222900,2172900,177300,221200,1393300,7682600,1645900,1292900,621600,700400,8265909,68603,2517400,3784250,529300,1472800,445400,2873100,182000,566800,924100,715900,4340600,4211200,16106700,573200,1422015,37456,1616400,875800,735700,5229100,6946000,3402000,18393500,119500
2010-02-01,7874800,106300,4977900,558400,1041100,2914600,3484000,1738000,2185120,1648600,40700,487800,808000,4065200,688100,2627500,1323982,3743700,1551100,1576700,1420800,28800,191300,1446100,4506600,913300,1459900,360300,801900,5741934,54223,1294900,2009375,774000,630400,1148500,2606200,184000,548100,844300,515000,4066800,2930000,15869300,712200,676305,43880,870600,590500,668600,3274200,4063800,2664600,16515300,83500
2010-02-02,5282700,92100,4646500,573600,1382400,2016600,2866000,1030800,2375760,1488500,44340,632700,1364000,2960600,693000,2099300,2487397,1889300,1051400,2845500,633300,96300,725300,1030200,7080200,1014800,1453000,1071600,1688800,6302019,55120,2121300,2856250,541600,1058500,2036800,2625000,123400,429600,1051600,840100,9884000,3582500,15289600,1197600,714735,88302,692400,1451100,747000,10187900,4835600,2521700,10833300,89300
2010-02-03,2640600,56400,3454400,546000,2539100,2564800,2254000,864500,3085200,1204200,53050,399000,1242000,4078800,733800,3057800,1478499,1781600,1383700,4098400,1722000,21600,462000,721700,6485600,988500,2224100,652200,1440000,5513135,42885,1834300,5396500,341200,2418100,999400,3955800,666500,562700,963000,655900,10193800,2480100,16091200,1289800,341145,22665,549900,548200,834400,4073300,3769600,2879000,12983000,77100
